"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Css Lab","428	","California","SNOTEL","Nevada","6894","39.32565","-120.36807","180201250602	",,"1-26-2024, 11:42 AM EST"
"Culebra #2","430	","Colorado","SNOTEL","Costilla","10562","37.20939","-105.19988","130100020902	",,"1-26-2024, 11:42 AM EST"
"Cumbres Trestle","431	","Colorado","SNOTEL","Conejos","10035","37.01877","-106.45275","130201020203	",,"1-26-2024, 11:42 AM EST"
"Currant Creek","432	","Utah","SNOTEL","Wasatch","7915","40.35747","-111.08993","140600040401	",,"1-26-2024, 11:42 AM EST"
"Dahl Creek","1303	","Alaska","SNOTEL","Northwest Arctic","260","66.94517","-156.90318","190503021508	",,"1-26-2024, 11:42 AM EST"
"Daisy Peak","919	","Montana","SNOTEL","Meagher","7600","46.66858","-110.33022","100402010106	",,"1-26-2024, 11:42 AM EST"
"Daly Creek","433	","Montana","SNOTEL","Ravalli","5780","46.18367","-113.8533","170102050901	",,"1-26-2024, 11:42 AM EST"
"Daly Lake","434	","Oregon","SNOTEL","Linn","3690","44.52147","-122.08718","170900060101	",,"1-26-2024, 11:42 AM EST"
"Daniels-Strawberry","435	","Utah","SNOTEL","Wasatch","8008","40.2953","-111.25677","140600040101	",,"1-26-2024, 11:42 AM EST"
"Darkhorse Lake","436	","Montana","SNOTEL","Beaverhead","8945","45.17367","-113.58448","100200040301	",,"1-26-2024, 11:42 AM EST"
"Deadman Creek","437	","Montana","SNOTEL","Meagher","6450","46.79279","-110.67545","100301030401	",,"1-26-2024, 11:42 AM EST"
"Deadman Hill","438	","Colorado","SNOTEL","Larimer","10239","40.80572","-105.77018","101900070502	",,"1-26-2024, 11:42 AM EST"
"Deadwood Summit","439	","Idaho","SNOTEL","Valley","6860","44.54514","-115.5638","170501200401	",,"1-26-2024, 11:42 AM EST"
"Deer Park","923	","Wyoming","SNOTEL","Fremont","9700","42.59076","-108.90273","100800030101	",,"1-26-2024, 11:42 AM EST"
"Derr.","440	","Oregon","SNOTEL","Wheeler","5850","44.4465","-119.93012","170703040401	",,"1-26-2024, 11:42 AM EST"
"Diamond Lake","442	","Oregon","SNOTEL","Douglas","5280","43.18787","-122.14003","171003010204	",,"1-26-2024, 11:42 AM EST"
"Diamond Peak","443	","Nevada","SNOTEL","Eureka","8017","39.56361","-115.84421","160600051503	",,"1-26-2024, 11:42 AM EST"
"Dills Camp","444	","Utah","SNOTEL","Sanpete","9228","39.04554","-111.46875","140700020201	",,"1-26-2024, 11:42 AM EST"
"Disaster Peak","445	","Nevada","SNOTEL","Humboldt","6260","41.96737","-118.18934","160402010201	",,"1-26-2024, 11:42 AM EST"
"Dismal Swamp","446	","California","SNOTEL","Modoc","7360","41.99127","-120.18033","171200070304	",,"1-26-2024, 11:42 AM EST"
"Divide","448	","Montana","SNOTEL","Madison","7800","44.79317","-112.05645","100200030102	",,"1-26-2024, 11:42 AM EST"
"Divide Peak","449	","Wyoming","SNOTEL","Carbon","8730","41.30399","-107.15255","140500030203	",,"1-26-2024, 11:42 AM EST"
"Dollarhide Summit","450	","Idaho","SNOTEL","Blaine","8420","43.6025","-114.67417","170402190201	",,"1-26-2024, 11:42 AM EST"
"Dome Lake","451	","Wyoming","SNOTEL","Sheridan","8880","44.57462","-107.29537","100901010102	",,"1-26-2024, 11:42 AM EST"
"Dome Mountain","1A19P	","British Columbia","Cooperator Snow Sensors","	","5801","53.61667","-121.01667","	",,"1-26-2024, 11:42 AM EST"
"Donkey Reservoir","452	","Utah","SNOTEL","Wayne","9799","38.2084","-111.47412","140700030305	",,"1-26-2024, 11:42 AM EST"
"Dorsey Basin","453	","Nevada","SNOTEL","Elko","7903","40.89343","-115.21104","160401010604	",,"1-26-2024, 11:42 AM EST"
"Draw Creek","454	","Nevada","SNOTEL","Elko","7332","41.661","-115.3234","160401010403	",,"1-26-2024, 11:42 AM EST"
"Dry Bread Pond","455	","Utah","SNOTEL","Cache","8302","41.41289","-111.5377","160102030101	",,"1-26-2024, 11:42 AM EST"
"Dry Creek","1243	","Nevada","SNOTEL","Elko","6555","40.8638","-115.22014","160401010601	",,"1-26-2024, 11:42 AM EST"
"Dry Fork","906	","Utah","SNOTEL","Salt Lake","7093","40.56533","-112.17343","160202040106	",,"1-26-2024, 11:42 AM EST"
"Dry Lake","457	","Colorado","SNOTEL","Routt","8271","40.5337","-106.7814","140500010409	",,"1-26-2024, 11:42 AM EST"
"Dungeness","943	","Washington","SNOTEL","Clallam","4010","47.87224","-123.0788","171100200301	",,"1-26-2024, 11:42 AM EST"
"Dupuyer Creek","458	","Montana","SNOTEL","Teton","5750","48.06341","-112.7573","100302010501	",,"1-26-2024, 11:42 AM EST"
"EF Blacks Fork GS","1163	","Utah","SNOTEL","Summit","9360","40.88472","-110.54056","140401070302	",,"1-26-2024, 11:42 AM EST"
"East Boulder Mine","1105	","Montana","SNOTEL","Sweet Grass","6335","45.50381","-110.08019","100700020701	",,"1-26-2024, 11:42 AM EST"
"East Palmer","953	","Alaska","SNOTEL","Matanuska-Susitna","230","61.59858","-149.09637","190204020709	",,"1-26-2024, 11:42 AM EST"
"East Rim Divide","460	","Wyoming","SNOTEL","Sublette","7930","43.13097","-110.2023","170401030203	",,"1-26-2024, 11:42 AM EST"
"East Willow Creek","461	","Utah","SNOTEL","Grand","8302","39.31213","-109.53179","140600060205	",,"1-26-2024, 11:42 AM EST"
"Easy Pass","998	","Washington","SNOTEL","Whatcom","5270","48.85933","-121.43895","171100010101	",,"1-26-2024, 11:42 AM EST"
"Ebbetts Pass","462	","California","SNOTEL","Alpine","8661","38.5497","-119.80468","160502010104	",,"1-26-2024, 11:42 AM EST"
"Echo Lake","936	","Colorado","SNOTEL","Clear Creek","10694","39.65539","-105.59358","101900020801	",,"1-26-2024, 11:42 AM EST"
"Echo Peak","463	","California","SNOTEL","El Dorado","7653","38.849","-120.0795","160501010303	",,"1-26-2024, 11:42 AM EST"
"Eilertson Meadows","464	","Oregon","SNOTEL","Baker","5510","44.86887","-118.11387","170502030404	",,"1-26-2024, 11:42 AM EST"
"El Diente Peak","465	","Colorado","SNOTEL","Dolores","10217","37.78607","-108.02235","140300020202	",,"1-26-2024, 11:42 AM EST"
"Elbow Lake","910	","Washington","SNOTEL","Whatcom","3040","48.69092","-121.90893","171100040401	",,"1-26-2024, 11:42 AM EST"
"Elk Butte","466	","Idaho","SNOTEL","Clearwater","5690","46.83998","-116.12233","170603080701	",,"1-26-2024, 11:42 AM EST"
"Elk Cabin","921	","New Mexico","SNOTEL","Santa Fe","8239","35.7073","-105.80584","130202010102	",,"1-26-2024, 11:42 AM EST"
"Elk Peak Alt","1316	","Montana","SNOTEL","Meagher","7801","46.47617","-110.72148","100301030104	",,"1-26-2024, 11:42 AM EST"
"Elk River","467	","Colorado","SNOTEL","Routt","8739","40.84758","-106.96861","140500010206	",,"1-26-2024, 11:42 AM EST"
"Elkhart Park G.S.","468	","Wyoming","SNOTEL","Sublette","9400","43.00657","-109.75893","140401020103	",,"1-26-2024, 11:42 AM EST"
"Elkhead Divide","1252	","Colorado","SNOTEL","Routt","8800","40.79637","-107.10113","140500010601	",,"1-26-2024, 11:42 AM EST"
"Elliot Ridge","1120	","Colorado","SNOTEL","Summit","10549","39.8638","-106.42473","140100020602	",,"1-26-2024, 11:42 AM EST"
"Emery Creek","469	","Montana","SNOTEL","Flathead","4350","48.43412","-113.93725","170102090703	",,"1-26-2024, 11:42 AM EST"
"Emigrant Springs","470	","Oregon","SNOTEL","Umatilla","3800","45.55808","-118.45383","170701030501	",,"1-26-2024, 11:42 AM EST"
"Emigrant Summit","471	","Idaho","SNOTEL","Bear Lake","7390","42.36055","-111.56085","160102020206	",,"1-26-2024, 11:42 AM EST"
"Evening Star","472	","Wyoming","SNOTEL","Park","9200","44.65258","-109.78422","100700060301	",,"1-26-2024, 11:42 AM EST"
"Exit Glacier","1092	","Alaska","SNOTEL","Kenai Peninsula","400","60.19033","-149.62117","190202020508	",,"1-26-2024, 11:42 AM EST"
"Fallen Leaf","473	","California","SNOTEL","El Dorado","6242","38.93403","-120.0545","160501010401	",,"1-26-2024, 11:42 AM EST"
"Farmington","474	","Utah","SNOTEL","Davis","7902","40.97462","-111.80975","160201020502	",,"1-26-2024, 11:42 AM EST"
"Farmington Lower","1054	","Utah","SNOTEL","Davis","6779","40.992","-111.81702","160201020502	",,"1-26-2024, 11:42 AM EST"
"Farnsworth Lake","475	","Utah","SNOTEL","Sevier","9623","38.77246","-111.67662","160300030405	",,"1-26-2024, 11:42 AM EST"
"Fawn Creek","476	","Nevada","SNOTEL","Elko","7031","41.82098","-116.10153","170501040304	",,"1-26-2024, 11:42 AM EST"
"Fielding Lake","1268	","Alaska","SNOTEL","Valdez-Cordova","3000","63.20267","-145.6305","190803040302	",,"1-26-2024, 11:42 AM EST"
"Fifteenmile","1314	","Oregon","SNOTEL","Hood River","5970","45.35265","-121.53","170701050503	",,"1-26-2024, 11:42 AM EST"
"Fish Ck","1305	","Idaho","SNOTEL","Blaine","6330","43.55542","-113.71924","170402210401	",,"1-26-2024, 11:42 AM EST"
"Fish Creek","477	","Oregon","SNOTEL","Harney","7660","42.70992","-118.6321","171200030107	",,"1-26-2024, 11:42 AM EST"
"Fish Lake","478	","Washington","SNOTEL","Kittitas","3430","47.53565","-121.08553","170300010102	",,"1-26-2024, 11:42 AM EST"
"Fish Lake Utah","1149	","Utah","SNOTEL","Sevier","8798","38.50455","-111.76693","140700030108	",,"1-26-2024, 11:42 AM EST"
"Fish Lk.","479	","Oregon","SNOTEL","Jackson","4660","42.3801","-122.34943","171003070801	",,"1-26-2024, 11:42 AM EST"
"Fisher Creek","480	","Montana","SNOTEL","Park","9100","45.06235","-109.94488","100700060202	",,"1-26-2024, 11:42 AM EST"
"Five Points Lake","481	","Utah","SNOTEL","Duchesne","10943","40.71785","-110.46721","140600030701	",,"1-26-2024, 11:42 AM EST"
"Flattop Mtn.","482	","Montana","SNOTEL","Flathead","6300","48.80225","-113.85713","170102070501	",,"1-26-2024, 11:42 AM EST"
"Flower Mountain","1285	","Alaska","SNOTEL","Haines","2510","59.39617","-136.28123","190103031206	",,"1-26-2024, 11:42 AM EST"
"Fool Creek","1186	","Colorado","SNOTEL","Grand","11156","39.86866","-105.86765","140100010203	",,"1-26-2024, 11:42 AM EST"
"Forestdale Creek","1049	","California","SNOTEL","Alpine","8017","38.68245","-119.9597","160502010301	",,"1-26-2024, 11:42 AM EST"
"Fort Valley","1121	","Arizona","SNOTEL","Coconino","7371","35.26773","-111.74479","150200150102	",,"1-26-2024, 11:42 AM EST"
"Fourmile Lake","483	","Oregon","SNOTEL","Klamath","5970","42.43933","-122.2288","180102030202	",,"1-26-2024, 11:42 AM EST"
"Franklin Basin","484	","Idaho","SNOTEL","Franklin","8140","42.0505","-111.6012","160102020501	",,"1-26-2024, 11:42 AM EST"
"Fredonyer Peak","1277	","California","SNOTEL","Lassen","7208","40.68799","-120.60805","180800030304	",,"1-26-2024, 11:42 AM EST"
"Fremont Pass","485	","Colorado","SNOTEL","Summit","11326","39.38014","-106.19784","140100020301	",,"1-26-2024, 11:42 AM EST"
"Frisco Divide","486	","New Mexico","SNOTEL","Catron","8013","33.73687","-108.94327","150400040303	",,"1-26-2024, 11:42 AM EST"
"Frohner Meadow","487	","Montana","SNOTEL","Jefferson","6480","46.43545","-112.19277","100301011305	",,"1-26-2024, 11:42 AM EST"
"Frostbite Bottom","641	","Alaska","SNOTEL","Matanuska-Susitna","2700","61.74722","-149.2688","190205051202	",,"1-26-2024, 11:42 AM EST"
"Fry","488	","Arizona","SNOTEL","Coconino","7236","35.07356","-111.84477","150602020501	",,"1-26-2024, 11:42 AM EST"
"Fry Canyon","1262	","Nevada","SNOTEL","Elko","6798","41.58008","-115.9364","160401020101	",,"1-26-2024, 11:42 AM EST"
"GBRC HQ","1221	","Utah","SNOTEL","Sanpete","8801","39.32019","-111.48827","160300040307	",,"1-26-2024, 11:42 AM EST"
"GBRC Meadows","1222	","Utah","SNOTEL","Sanpete","9858","39.30229","-111.45383","160300040307	",,"1-26-2024, 11:42 AM EST"
"Galena","489	","Idaho","SNOTEL","Blaine","7470","43.87722","-114.6725","170402190101	",,"1-26-2024, 11:42 AM EST"
"Galena AK","429	","Alaska","SNOTEL","Yukon-Koyukuk","410","64.69662","-156.71497","190902051104	",,"1-26-2024, 11:42 AM EST"
"Galena Summit","490	","Idaho","SNOTEL","Blaine","8780","43.87497","-114.71363","170402190101	",,"1-26-2024, 11:42 AM EST"
"Gallegos Peak","491	","New Mexico","SNOTEL","Taos","9480","36.19418","-105.55742","130201010502	",,"1-26-2024, 11:42 AM EST"
"Garden City Summit","1114	","Utah","SNOTEL","Cache","7705","41.9215","-111.4693","160102010106	",,"1-26-2024, 11:42 AM EST"
"Gardner Peak","1066	","Utah","SNOTEL","Washington","8322","37.40083","-113.45988","150100080701	",,"1-26-2024, 11:42 AM EST"
"Garfield R.S.","492	","Idaho","SNOTEL","Blaine","6560","43.6104","-113.9308","170402210301	",,"1-26-2024, 11:42 AM EST"
"Garita Peak","1173	","New Mexico","SNOTEL","Rio Arriba","10115","36.00469","-106.54805","130202020201	",,"1-26-2024, 11:42 AM EST"
"Garver Creek","918	","Montana","SNOTEL","Lincoln","4250","48.97523","-115.81915","170101030202	",,"1-26-2024, 11:42 AM EST"
"George Creek","1151	","Utah","SNOTEL","Box Elder","8964","41.91562","-113.41154","170402100401	",,"1-26-2024, 11:42 AM EST"
"Gerber Reservoir","945	","Oregon","SNOTEL","Klamath","4890","42.2062","-121.1334","180102040508	",,"1-26-2024, 11:42 AM EST"
"Giveout","493	","Idaho","SNOTEL","Bear Lake","6930","42.4132","-111.1663","160102010401	",,"1-26-2024, 11:42 AM EST"
"Glen Cove","1057	","Colorado","SNOTEL","Teller","11391","38.87602","-105.07605","110200030201	",,"1-26-2024, 11:42 AM EST"
"Golconda","1195	","Nevada","SNOTEL","Humboldt","6616","40.88358","-117.58812","160401080102	",,"1-26-2024, 11:42 AM EST"
"Gold Axe Camp","1159	","Washington","SNOTEL","Okanogan","5360","48.9516","-118.9864","170200021204	",,"1-26-2024, 11:42 AM EST"
"Gold Basin","1304	","Utah","SNOTEL","San Juan","10076","38.46516","-109.26332","140300050401	",,"1-26-2024, 11:42 AM EST"
"Gold Center","494	","Oregon","SNOTEL","Grant","5410","44.7638","-118.3117","170702020202	",,"1-26-2024, 11:42 AM EST"
"Gold Mountain","1256	","Washington","SNOTEL","Ferry","4390","48.18934","-118.4559","170200011703	",,"1-26-2024, 11:42 AM EST"
"Gooseberry RS","495	","Utah","SNOTEL","Sevier","7944","38.80034","-111.68333","160300030405	",,"1-26-2024, 11:42 AM EST"
"Gooseberry RS Up","1184	","Utah","SNOTEL","Sevier","8396","38.7882","-111.68892","160300030405	",,"1-26-2024, 11:42 AM EST"
"Graham Guard Sta.","496	","Idaho","SNOTEL","Elmore","5690","43.9538","-115.27387","170501110303	",,"1-26-2024, 11:42 AM EST"
"Grand Targhee","1082	","Wyoming","SNOTEL","Teton","9260","43.77933","-110.92783","170402040202	",,"1-26-2024, 11:42 AM EST"
"Grandview","956	","Alaska","SNOTEL","Kenai Peninsula","1100","60.60832","-149.06313","190203021001	",,"1-26-2024, 11:42 AM EST"
"Granite Creek","497	","Wyoming","SNOTEL","Teton","6770","43.34298","-110.43495","170401030304	",,"1-26-2024, 11:42 AM EST"
"Granite Crk","963	","Alaska","SNOTEL","Southeast Fairbanks","1240","63.94382","-145.39993","190803031306	",,"1-26-2024, 11:42 AM EST"
"Granite Peak","498	","Nevada","SNOTEL","Humboldt","8503","41.67032","-117.56668","160401090601	",,"1-26-2024, 11:42 AM EST"
"Grano Creek","2E07P	","British Columbia","Cooperator Snow Sensors","	","6148","49.55","-118.66667","170200020403	",,"1-26-2024, 11:42 AM EST"
"Grassy Lake","499	","Wyoming","SNOTEL","Teton","7265","44.12612","-110.83435","170402030202	",,"1-26-2024, 11:42 AM EST"
"Grave Creek","500	","Montana","SNOTEL","Flathead","4300","48.91453","-114.76663","170101010801	",,"1-26-2024, 11:42 AM EST"
"Grave Springs","501	","Wyoming","SNOTEL","Natrona","8550","43.46643","-107.23977","100902010103	",,"1-26-2024, 11:42 AM EST"
"Grayback","1058	","Colorado","SNOTEL","Rio Grande","11626","37.47051","-106.5379","130100020101	",,"1-26-2024, 11:42 AM EST"
"Green Lake","502	","Washington","SNOTEL","Yakima","5920","46.54741","-121.17093","170300030101	",,"1-26-2024, 11:42 AM EST"
"Green Mountain","503	","Nevada","SNOTEL","Elko","8185","40.3848","-115.52757","160401030401	",,"1-26-2024, 11:42 AM EST"
"Greenpoint","504	","Oregon","SNOTEL","Hood River","3310","45.62237","-121.70415","170701050603	",,"1-26-2024, 11:42 AM EST"
"Greyback Reservoir","2F08P	","British Columbia","Cooperator Snow Sensors","	","5085","49.61","-119.42362","170200061005	",,"1-26-2024, 11:42 AM EST"
"Grizzly Peak","505	","Colorado","SNOTEL","Summit","11139","39.64646","-105.8694","140100020201	",,"1-26-2024, 11:42 AM EST"
"Gros Ventre Summit","506	","Wyoming","SNOTEL","Teton","8750","43.38939","-110.12943","170401020203	",,"1-26-2024, 11:42 AM EST"
"Grouse Camp","507	","Washington","SNOTEL","Kittitas","5390","47.28107","-120.48771","170300010401	",,"1-26-2024, 11:42 AM EST"
"Grouse Creek Divide","964	","Alaska","SNOTEL","Kenai Peninsula","700","60.25965","-149.34228","190203020902	",,"1-26-2024, 11:42 AM EST"
"Gulkana River","2222	","Alaska","SNOTEL","Valdez-Cordova","1830","62.40962","-145.37513","190201020604	",,"1-26-2024, 11:42 AM EST"
"Gunsight Pass","944	","Wyoming","SNOTEL","Sublette","9820","43.38332","-109.87815","170401020102	",,"1-26-2024, 11:42 AM EST"
"Gutz Peak","1065	","Utah","SNOTEL","Washington","6763","37.49617","-113.94235","150100100101	",,"1-26-2024, 11:42 AM EST"
"Hagans Meadow","508	","California","SNOTEL","El Dorado","7742","38.8519","-119.9374","160501010302	",,"1-26-2024, 11:42 AM EST"
"Hams Fork","509	","Wyoming","SNOTEL","Lincoln","7840","42.146","-110.67833","140401070504	",,"1-26-2024, 11:42 AM EST"
"Hand Creek","510	","Montana","SNOTEL","Flathead","5035","48.30754","-114.84075","170102100304	",,"1-26-2024, 11:42 AM EST"
"Hannagan Meadows","511	","Arizona","SNOTEL","Greenlee","9027","33.65352","-109.30877","150601010107	",,"1-26-2024, 11:42 AM EST"
"Hansen Sawmill","512	","Wyoming","SNOTEL","Johnson","8360","44.25602","-106.97983","100902060101	",,"1-26-2024, 11:42 AM EST"
"Happy Jack","969	","Arizona","SNOTEL","Coconino","7539","34.74594","-111.41219","150602020604	",,"1-26-2024, 11:42 AM EST"
"Hardscrabble","896	","Utah","SNOTEL","Morgan","7250","40.86833","-111.71865","160201020105	",,"1-26-2024, 11:42 AM EST"
"Harris Flat","514	","Utah","SNOTEL","Kane","7792","37.48997","-112.57602","160300010104	",,"1-26-2024, 11:42 AM EST"
"Harts Pass","515	","Washington","SNOTEL","Okanogan","6490","48.72047","-120.6586","171100050501	",,"1-26-2024, 11:42 AM EST"
"Hawkins Lake","516	","Montana","SNOTEL","Lincoln","6450","48.9723","-115.95337","170101050201	",,"1-26-2024, 11:42 AM EST"
"Hawley Lake","1271	","Arizona","SNOTEL","Apache","8314","33.97121","-109.76531","150601020106	",,"1-26-2024, 11:42 AM EST"
"Hayden Fork","517	","Utah","SNOTEL","Summit","9130","40.79669","-110.88472","160101010101	",,"1-26-2024, 11:42 AM EST"
"Hayden Pass","1102	","Colorado","SNOTEL","Saguache","10699","38.29303","-105.85027","130100030301	",,"1-26-2024, 11:42 AM EST"
"Heavenly Valley","518	","California","SNOTEL","El Dorado","8534","38.92431","-119.91641","160501010302	",,"1-26-2024, 11:42 AM EST"
"Heber","519	","Arizona","SNOTEL","Coconino","7654","34.31254","-110.75433","150200100201	",,"1-26-2024, 11:42 AM EST"
"Hedrick Lake","1A14P	","British Columbia","Cooperator Snow Sensors","	","3668","54.1","-121","	",,"1-26-2024, 11:42 AM EST"
"Heen Latinee","1270	","Alaska","SNOTEL","Juneau","2065","58.69652","-134.86448","190103010401	",,"1-26-2024, 11:42 AM EST"
"Hemlock Butte","520	","Idaho","SNOTEL","Clearwater","5810","46.48111","-115.63361","170603070601	",,"1-26-2024, 11:42 AM EST"
"Hewinta","521	","Utah","SNOTEL","Summit","9500","40.95009","-110.48419","140401070203	",,"1-26-2024, 11:42 AM EST"
"Hickerson Park","522	","Utah","SNOTEL","Daggett","9122","40.90663","-109.96287","140401060501	",,"1-26-2024, 11:42 AM EST"
"Hidden Lake","988	","Idaho","SNOTEL","Boundary","5040","48.8937","-116.75748","170101040502	",,"1-26-2024, 11:42 AM EST"
"High Lonesome","1187	","Colorado","SNOTEL","Grand","10638","40.0359","-105.75472","140100010205	",,"1-26-2024, 11:42 AM EST"
"High Ridge","523	","Oregon","SNOTEL","Umatilla","4920","45.69682","-118.10657","170701030103	",,"1-26-2024, 11:42 AM EST"
"Hilts Creek","524	","Idaho","SNOTEL","Custer","8000","44.01897","-113.4723","170402170401	",,"1-26-2024, 11:42 AM EST"
"Hobble Creek","1223	","Utah","SNOTEL","Utah","7377","40.18538","-111.35971","160202020304	",,"1-26-2024, 11:42 AM EST"
"Hobbs Park","525	","Wyoming","SNOTEL","Fremont","10100","42.86984","-109.09455","100800030207	",,"1-26-2024, 11:42 AM EST"
"Hogg Pass","526	","Oregon","SNOTEL","Linn","4790","44.42042","-121.85655","170900040201	",,"1-26-2024, 11:42 AM EST"
"Hole-in-Mountain","527	","Nevada","SNOTEL","Elko","8163","40.94168","-115.0954","160600071602	",,"1-26-2024, 11:42 AM EST"
"Hole-in-Rock","528	","Utah","SNOTEL","Summit","9168","40.92167","-110.18623","140401060205	",,"1-26-2024, 11:42 AM EST"
"Holland Meadows","529	","Oregon","SNOTEL","Lane","4930","43.66917","-122.56877","170900020201	",,"1-26-2024, 11:42 AM EST"
"Hoodoo Basin","530	","Montana","SNOTEL","Mineral","6050","46.9751","-115.0349","170102040607	",,"1-26-2024, 11:42 AM EST"
"Hoonah","1318	","Alaska","SNOTEL","Hoonah-Angoon","1550","58.12411","-135.413","190102110906	",,"1-26-2024, 11:42 AM EST"
"Hoosier Pass","531	","Colorado","SNOTEL","Summit","11611","39.36092","-106.05999","101900010102	",,"1-26-2024, 11:42 AM EST"
"Hopewell","532	","New Mexico","SNOTEL","Rio Arriba","10095","36.71632","-106.2637","130201021401	",,"1-26-2024, 11:42 AM EST"
"Horse Meadow","1050	","California","SNOTEL","Alpine","8557","38.83652","-119.88732","160502010302	",,"1-26-2024, 11:42 AM EST"
"Horse Ridge","533	","Utah","SNOTEL","Morgan","8199","41.31372","-111.44624","160201010601	",,"1-26-2024, 11:42 AM EST"
"Hourglass Lake","1122	","Colorado","SNOTEL","Larimer","9417","40.57717","-105.62584","101900070101	",,"1-26-2024, 11:42 AM EST"
"Howard Prairie","1158	","Oregon","SNOTEL","Jackson","4580","42.215","-122.3713","180102060401	",,"1-26-2024, 11:42 AM EST"
"Howell Canyon","534	","Idaho","SNOTEL","Cassia","7980","42.32029","-113.61587","170402090602	",,"1-26-2024, 11:42 AM EST"
"Huckleberry Creek","928	","Washington","SNOTEL","Pierce","2250","47.06565","-121.58778","171100140307	",,"1-26-2024, 11:42 AM EST"
"Humboldt Gulch","535	","Idaho","SNOTEL","Shoshone","4250","47.53178","-115.77643","170103020102	",,"1-26-2024, 11:42 AM EST"
"Huntington Horse","1216	","Utah","SNOTEL","Sanpete","9652","39.61774","-111.30576","140600070201	",,"1-26-2024, 11:42 AM EST"
"Hyndman","537	","Idaho","SNOTEL","Blaine","7620","43.71077","-114.15894","170402190402	",,"1-26-2024, 11:42 AM EST"
"Idarado","538	","Colorado","SNOTEL","Ouray","9812","37.93389","-107.6762","140200060201	",,"1-26-2024, 11:42 AM EST"
"Independence Camp","539	","California","SNOTEL","Sierra","6980","39.45269","-120.29367","160501020102	",,"1-26-2024, 11:42 AM EST"
"Independence Creek","540	","California","SNOTEL","Sierra","6436","39.49001","-120.28226","160501020102	",,"1-26-2024, 11:42 AM EST"
"Independence Lake","541	","California","SNOTEL","Nevada","8338","39.42752","-120.31342","160501020104	",,"1-26-2024, 11:42 AM EST"
"Independence Mine","1091	","Alaska","SNOTEL","Matanuska-Susitna","3550","61.79001","-149.2839","190205051202	",,"1-26-2024, 11:42 AM EST"
"Independence Pass","542	","Colorado","SNOTEL","Pitkin","10598","39.07543","-106.61154","140100040101	",,"1-26-2024, 11:42 AM EST"
"Indian Creek","544	","Wyoming","SNOTEL","Lincoln","9425","42.30023","-110.67753","140401070502	",,"1-26-2024, 11:42 AM EST"
"Indian Pass","946	","Alaska","SNOTEL","Anchorage","2350","61.06767","-149.4795","190204010402	",,"1-26-2024, 11:42 AM EST"
"Indian Rock","1129	","Washington","SNOTEL","Klickitat","5360","45.99077","-120.80767","170701060301	",,"1-26-2024, 11:42 AM EST"
"Irish Taylor","545	","Oregon","SNOTEL","Deschutes","5540","43.80368","-121.94793","170703010106	",,"1-26-2024, 11:42 AM EST"
"Island Park","546	","Idaho","SNOTEL","Fremont","6290","44.4203","-111.38512","170402020601	",,"1-26-2024, 11:42 AM EST"
"Ivanhoe","547	","Colorado","SNOTEL","Pitkin","10541","39.29228","-106.54907","140100040501	",,"1-26-2024, 11:42 AM EST"
"JL Meadow","1287	","Montana","SNOTEL","Beaverhead","8800","44.77665","-113.12217","100200011202	",,"1-26-2024, 11:42 AM EST"
"Jack Creek Upper","548	","Nevada","SNOTEL","Elko","7377","41.54675","-116.00517","170501050201	",,"1-26-2024, 11:42 AM EST"
"Jack Wade Jct","1275	","Alaska","SNOTEL","Southeast Fairbanks","3585","64.1529","-141.32693","190705022204	",,"1-26-2024, 11:42 AM EST"
"Jacks Peak","549	","Nevada","SNOTEL","Elko","8424","41.5136","-116.0117","170501050201	",,"1-26-2024, 11:42 AM EST"
"Jackson Peak","550	","Idaho","SNOTEL","Boise","7070","44.05092","-115.44322","170501200304	",,"1-26-2024, 11:42 AM EST"
"Jackwhacker Gulch","935	","Colorado","SNOTEL","Clear Creek","11054","39.57096","-105.80355","101900020201	",,"1-26-2024, 11:42 AM EST"
"Joe Wright","551	","Colorado","SNOTEL","Larimer","10158","40.53285","-105.88747","101900070204	",,"1-26-2024, 11:42 AM EST"
"Jones Corral","1099	","Utah","SNOTEL","Garfield","9749","38.07125","-112.16788","160300020507	",,"1-26-2024, 11:42 AM EST"
"Jones Pass","970	","Colorado","SNOTEL","Grand","10426","39.7645","-105.90655","140100010402	",,"1-26-2024, 11:42 AM EST"
"Jump Creek","3B23P	","British Columbia","Cooperator Snow Sensors","	","3720","48.96667","-124.26667","	",,"1-26-2024, 11:42 AM EST"
"Jump Off Joe","552	","Oregon","SNOTEL","Linn","3520","44.38605","-122.16683","170900060201	",,"1-26-2024, 11:42 AM EST"
"June Lake","553	","Washington","SNOTEL","Skamania","3440","46.14778","-122.15413","170800020304	",,"1-26-2024, 11:42 AM EST"
"Kalamazoo","1150	","Nevada","SNOTEL","White Pine","7775","39.5579","-114.62762","160600080700	",,"1-26-2024, 11:42 AM EST"
"Kantishna","1072	","Alaska","SNOTEL","Denali","1550","63.54167","-150.994","190803101805	",,"1-26-2024, 11:42 AM EST"
"Kelley R.S.","554	","Wyoming","SNOTEL","Lincoln","8180","42.26554","-110.80177","140401070501	",,"1-26-2024, 11:42 AM EST"
"Kelly Station","1175	","Alaska","SNOTEL","Northwest Arctic","310","67.93333","-162.28333","190504030802	",,"1-26-2024, 11:42 AM EST"
